Адр,Знчн,IP,CR,AR,DR,SP,BR,AC,PS,NZVC,Адр,Знчн
042,0200,042,0000,000,0000,000,0000,0000,004,0100
04B,0700,04C,0700,04B,0700,000,004B,0007,000,0000
04C,EEF4,04D,EEF4,041,0007,000,FFF4,0007,000,0000,041,0007
04D,8EEC,04E,8EEC,03A,0002,000,0001,0007,000,0000,03A,0002
04E,CEF4,043,CEF4,04E,0043,000,FFF4,0007,000,0000
043,AEFD,044,AEFD,041,0007,000,FFFD,0007,000,0000
044,2EFB,045,2EFB,040,0003,000,FFFB,0003,000,0000
045,F00A,046,F00A,045,F00A,000,0045,0003,000,0000
046,AEF4,047,AEF4,03B,0027,000,FFF4,0027,000,0000
047,0700,048,0700,047,0700,000,0047,0028,000,0000
048,0700,049,0700,048,0700,000,0048,0029,000,0000
049,EEF1,04A,EEF1,03B,0029,000,FFF1,0029,000,0000,03B,0029
04A,AEF6,04B,AEF6,041,0007,000,FFF6,0007,000,0000
04B,0700,04C,0700,04B,0700,000,004B,0008,000,0000
04C,EEF4,04D,EEF4,041,0008,000,FFF4,0008,000,0000,041,0008
04D,8EEC,04E,8EEC,03A,0001,000,0000,0008,000,0000,03A,0001
04E,CEF4,043,CEF4,04E,0043,000,FFF4,0008,000,0000
043,AEFD,044,AEFD,041,0008,000,FFFD,0008,000,0000
044,2EFB,045,2EFB,040,0003,000,FFFB,0000,004,0100
045,F00A,050,F00A,045,F00A,000,000A,0000,004,0100
050,0200,051,0200,050,0200,000,0050,0000,004,0100
051,AAE9,052,AAE9,029,0001,000,FFE9,0001,000,0000,03B,002A
052,4EE9,053,4EE9,03C,FFFE,000,FFE9,FFFF,008,1000
053,EEE8,054,EEE8,03C,FFFF,000,FFE8,FFFF,008,1000,03C,FFFF
054,A8E6,055,A8E6,02A,FFFF,000,FFE6,FFFF,008,1000
055,5EE7,056,5EE7,03D,0003,000,FFE7,0002,001,0001
056,EEE6,057,EEE6,03D,0002,000,FFE6,0002,001,0001,03D,0002
057,2EE6,058,2EE6,03E,0004,000,FFE6,0000,005,0101
058,F003,05C,F003,058,F003,000,0003,0000,005,0101
05C,AEE0,05D,AEE0,03D,0002,000,FFE0,0002,001,0001
05D,2EE2,05E,2EE2,040,0003,000,FFE2,0002,001,0001
05E,EEDE,05F,EEDE,03D,0002,000,FFDE,0002,001,0001,03D,0002
05F,CEEA,04A,CEEA,05F,004A,000,FFEA,0002,001,0001
04A,AEF6,04B,AEF6,041,0008,000,FFF6,0008,001,0001
04B,0700,04C,0700,04B,0700,000,004B,0009,000,0000
04C,EEF4,04D,EEF4,041,0009,000,FFF4,0009,000,0000,041,0009
04D,8EEC,04F,8EEC,03A,0000,000,FFFF,0009,000,0000,03A,0000
04F,0100,050,0100,04F,0100,000,004F,0009,000,0000
